房源名称,房源id,经度,纬度,所在省份,所在城市,主城市,下辖区,楼盘id,成交日期,成交价格（万）,成交均价（元/平）,挂牌价格（万）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）
上海康城,107101690082,121.362808,31.10631595,上海,上海,闵行区,莘庄,5011102207057,2019.09.13,430,33334,450,3室2厅1厨2卫,低楼层(共15层),129㎡,平层,暂无数据,板楼,南,1905年,毛坯,钢混结构,,两梯三户,未知,有,107101690082,商品房,2019/8/27,普通住宅,暂无数据,非共有,17,0,2,10,259
银河新都,107101395865,121.420436,31.100047,上海,上海,闵行区,春申,5011000014004,2019.09.13,203,37743,209,1室1厅1厨1卫,低楼层(共13层),53.74㎡,平层,53.74㎡,板楼,南,1905年,简装,钢混结构,,一梯四户,70年,有,107101395865,动迁安置房,2019/6/5,普通住宅,暂无数据,非共有,101,1,19,57,2641
古美小区,107101081189,121.404954,31.160694,上海,上海,闵行区,古美,5011000015450,2019.09.13,319,52494,330,2室1厅1厨1卫,中楼层(共6层),60.77㎡,平层,暂无数据,板楼,南,1905年,毛坯,砖混结构,,一梯四户,未知,无,107101081189,商品房,2019/3/4,普通住宅,暂无数据,共有,194,1,56,66,4192
东苑古龙城(公寓),107101170372,121.408765,31.157717,上海,上海,闵行区,古美,5011000017282,2019.09.13,1000,68957,1050,3室2厅1厨2卫,高楼层(共16层),145.02㎡,错层,暂无数据,板楼,南,1905年,精装,钢混结构,,两梯三户,未知,有,107101170372,商品房,2019/3/30,普通住宅,暂无数据,共有,168,1,43,58,4489
新上虹新村,107101639372,121.397125,31.179479,上海,上海,闵行区,金虹桥,5020033104348860,2019.09.13,353,61392,362,1室2厅1厨1卫,高楼层(共6层),57.5㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101639372,商品房,2019/8/13,普通住宅,暂无数据,非共有,31,1,6,9,535
金汇华光城,107101726631,121.38116,31.189179,上海,上海,闵行区,金汇,5011000017245,2019.09.13,801,59070,820,3室2厅1厨2卫,高楼层(共13层),135.57㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,70年,有,107101726631,商品房,2019/9/7,普通住宅,暂无数据,非共有,7,0,11,6,309
康乐花园(闵行),107101647413,121.407854,31.012489,上海,上海,闵行区,老闵行,5011102206754,2019.09.13,173,27990,175,2室1厅1厨1卫,中楼层(共5层),61.63㎡,平层,暂无数据,板楼,南,1905年,其他,砖混结构,,一梯四户,70年,无,107101647413,商品房,2019/8/16,普通住宅,暂无数据,暂无数据,29,1,7,34,590
航华一村,107101189576,121.3624675,31.18250242,上海,上海,闵行区,航华,5011000017768,2019.09.13,229,39388,233,2室1厅1厨1卫,中楼层(共6层),58.14㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,70年,有,107101189576,商品房,2019/4/4,普通住宅,暂无数据,共有,163,1,48,83,3999
凤庆小区,107101385791,121.4086935,31.0194971,上海,上海,闵行区,老闵行,5011000012733,2019.09.13,159,29005,163,2室1厅1厨1卫,中楼层(共6层),54.75㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101385791,商品房,2019/6/2,普通住宅,暂无数据,共有,104,1,25,46,2001
张家宅小区,107101307781,121.417272,31.192288,上海,上海,闵行区,金虹桥,5011000016098,2019.09.13,461,61492,480,2室1厅1厨1卫,低楼层(共6层),74.97㎡,暂无数据,62㎡,板楼,南,1905年,简装,砖混结构,,一梯两户,70年,无,107101307781,动迁安置房,2019/5/10,普通住宅,暂无数据,共有,126,0,9,6,858
名都城(公寓),107101664990,121.401119,31.19661,上海,上海,闵行区,金虹桥,5011000018067,2019.09.13,930,60000,980,3室2厅1厨2卫,高楼层(共8层),155㎡,平层,暂无数据,板塔结合,南,1905年,精装,钢混结构,,一梯四户,70年,有,107101664990,商品房,2019/8/21,普通住宅,暂无数据,非共有,24,1,39,16,1729
金汇花园三街坊先锋公寓,107101296216,121.377746,31.185836,上海,上海,闵行区,金汇,5011000015003,2019.09.13,350,51547,368,2室1厅1厨1卫,高楼层(共6层),67.9㎡,平层,暂无数据,板楼,南,1905年,简装,钢混结构,,一梯两户,70年,无,107101296216,商品房,2019/5/7,普通住宅,暂无数据,共有,129,1,22,52,2974
莘松五村,107101638052,121.374682,31.114129,上海,上海,闵行区,莘庄,5011000003538,2019.09.13,322,79481,325,1室1厅1厨1卫,高楼层(共5层),40.45㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯四户,未知,无,107101638052,商品房,2019/8/13,普通住宅,暂无数据,非共有,32,1,1,2,624
上海康城,107101607442,121.362808,31.10631595,上海,上海,闵行区,莘庄,5011102207057,2019.09.13,447,31537,453,3室2厅1厨2卫,低楼层(共11层),141.74㎡,平层,暂无数据,板楼,南 北,1905年,简装,钢混结构,,一梯三户,未知,有,107101607442,商品房,2019/8/4,普通住宅,暂无数据,共有,40,1,23,49,1071
高兴花园,107101741581,121.409033,31.117302,上海,上海,闵行区,春申,5011000014981,2019.09.13,257,70123,259,1室1厅1厨1卫,高楼层(共6层),36.65㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯四户,70年,无,107101741581,商品房,2019/9/11,普通住宅,暂无数据,非共有,2,0,2,0,1
南方新村,107101281510,121.404966,31.140495,上海,上海,闵行区,古美,5011000014585,2019.09.12,351,50591,362,2室1厅1厨1卫,高楼层(共6层),69.38㎡,暂无数据,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,70年,无,107101281510,商品房,2019/5/3,普通住宅,暂无数据,共有,133,1,88,74,4371
美邻苑,107101511907,121.290872,31.208783,上海,上海,闵行区,华漕,5011000012751,2019.09.12,251,45250,255,1室1厅1厨1卫,低楼层(共6层),55.47㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,70年,无,107101511907,商品房,2019/7/7,普通住宅,暂无数据,共有,67,1,14,23,1417
颛溪七村,107101251407,121.3990201,31.07118427,上海,上海,闵行区,颛桥,5011000001589,2019.09.12,238,35281,243,2室1厅1厨1卫,高楼层(共6层),67.46㎡,平层,暂无数据,板楼,南 北,1905年,精装,砖混结构,,一梯两户,70年,无,107101251407,商品房,2019/4/23,普通住宅,暂无数据,非共有,143,1,23,65,2875
贵峰苑,107101736485,121.403252,31.088754,上海,上海,闵行区,颛桥,5011000014542,2019.09.12,310,41853,330,2室1厅1厨1卫,低楼层(共6层),74.07㎡,暂无数据,暂无数据,板楼,南,1905年,其他,砖混结构,,一梯两户,未知,无,107101736485,商品房,2019/9/9,普通住宅,暂无数据,暂无数据,4,0,3,14,112
龙柏七村,107101610997,121.368119,31.181104,上海,上海,闵行区,龙柏,5011000013719,2019.09.12,264,52769,275,1室1厅1厨1卫,低楼层(共6层),50.03㎡,平层,50.03㎡,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101610997,商品房,2019/8/5,普通住宅,暂无数据,非共有,39,0,17,18,927
星丰苑,107101149403,121.38621,31.133999,上海,上海,闵行区,莘庄,5011000010412,2019.09.12,283,37245,291,2室1厅1厨1卫,高楼层(共6层),75.93㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,70年,无,107101149403,商品房,2019/3/23,普通住宅,暂无数据,非共有,173,1,7,68,3315
龙柏四村,107101472118,121.37008,31.183721,上海,上海,闵行区,龙柏,5011000013642,2019.09.12,250,49238,252,1室1厅1厨1卫,低楼层(共6层),50.77㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,70年,无,107101472118,商品房,2019/6/27,普通住宅,暂无数据,共有,78,1,52,38,2145
高兴花园,107101636506,121.409033,31.117302,上海,上海,闵行区,春申,5011000014981,2019.09.12,299,47909,320,2室1厅1厨1卫,低楼层(共6层),62.41㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯四户,70年,无,107101636506,商品房,2019/8/12,普通住宅,暂无数据,共有,31,0,48,17,1221
金硕河畔景园东区,107101723974,121.543699,31.061828,上海,上海,闵行区,浦江,5011000008851,2019.09.12,209,28984,215,2室2厅1厨1卫,高楼层(共6层),72.11㎡,暂无数据,暂无数据,板楼,南,1905年,简装,钢混结构,,一梯两户,未知,无,107101723974,商品房,2019/9/6,普通住宅,暂无数据,非共有,7,1,6,6,176
金塔新村,107101633672,121.4156053,31.04443093,上海,上海,闵行区,颛桥,5011000002755,2019.09.12,210,28926,228,3室1厅1厨1卫,中楼层(共6层),72.6㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,70年,无,107101633672,商品房,2019/8/11,普通住宅,暂无数据,共有,32,1,26,70,1265
水语人家北苑,107101613207,121.538739,31.053861,上海,上海,闵行区,浦江,5020026842907280,2019.09.12,257,32105,260,2室1厅1厨1卫,中楼层(共17层),80.05㎡,平层,暂无数据,板楼,南 北,1905年,精装,钢混结构,,一梯四户,未知,有,107101613207,动迁安置房,2019/8/5,普通住宅,暂无数据,共有,38,1,5,18,871
万科假日风景(公寓),107101591247,121.408006,31.111525,上海,上海,闵行区,莘庄,5011000017605,2019.09.12,742,60291,773,3室2厅2厨2卫,高楼层(共6层),123.07㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,无,107101591247,商品房,2019/7/30,普通住宅,暂无数据,共有,44,1,19,23,1304
梅陇二村,107101555497,121.4176603,31.13900687,上海,上海,闵行区,梅陇,5011000012113,2019.09.11,163,35023,190,1室1厅1厨1卫,高楼层(共6层),46.37㎡,平层,暂无数据,板楼,南,1905年,毛坯,砖混结构,,一梯三户,70年,无,107101555497,商品房,2019/7/20,普通住宅,暂无数据,非共有,54,0,18,54,1306
城开珑庭,107101476821,121.4394186,31.12829431,上海,上海,闵行区,梅陇,5011000019989,2019.09.11,530,66333,537,2室2厅1厨1卫,低楼层(共16层),79.9㎡,平层,暂无数据,板楼,南,1905年,毛坯,钢混结构,,十四梯四户,70年,有,107101476821,商品房,2019/6/28,普通住宅,暂无数据,非共有,76,1,13,14,1290
航华四村,107101522983,121.365763,31.177238,上海,上海,闵行区,航华,5011000002794,2019.09.11,225,45136,230,2室1厅1厨1卫,低楼层(共6层),49.85㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯三户,未知,无,107101522983,商品房,2019/7/11,普通住宅,暂无数据,共有,63,1,27,60,1266
平阳二村,107101295236,121.396974,31.145512,上海,上海,闵行区,古美,5011000004434,2019.09.11,225,45556,230,1室1厅1厨1卫,高楼层(共6层),49.39㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101295236,商品房,2019/5/7,普通住宅,暂无数据,非共有,128,1,23,78,2505
蔷薇八村,107101143211,121.4343874,31.12131488,上海,上海,闵行区,春申,5011000012297,2019.09.11,288,37123,298,2室1厅1厨1卫,中楼层(共6层),77.58㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107101143211,商品房,2019/3/22,普通住宅,暂无数据,共有,174,1,24,52,2664
朱行三村,107101641943,121.4267352,31.12752446,上海,上海,闵行区,梅陇,5011000008689,2019.09.11,146,42015,147,1室1厅1厨1卫,高楼层(共6层),34.75㎡,平层,34.75㎡,板楼,南,1905年,精装,砖混结构,,一梯四户,未知,无,107101641943,商品房,2019/8/14,普通住宅,暂无数据,非共有,28,1,13,48,857
聚缘北庭,107101727738,121.551469,31.051654,上海,上海,闵行区,浦江,5011000000938,2019.09.11,166,29513,170,1室1厅1厨1卫,高楼层(共14层),56.18㎡,平层,暂无数据,板楼,南,1905年,毛坯,钢混结构,,一梯四户,未知,有,107101727738,动迁安置房,2019/9/7,普通住宅,暂无数据,非共有,5,0,5,9,230
水语人家北苑,107101673816,121.538739,31.053861,上海,上海,闵行区,浦江,5020026842907280,2019.09.11,250,31211,255,2室1厅1厨1卫,低楼层(共17层),80.1㎡,平层,暂无数据,板楼,南,1905年,其他,钢混结构,,一梯四户,未知,有,107101673816,商品房,2019/8/23,普通住宅,暂无数据,共有,20,1,8,15,515
阳明国际花苑,107101054018,121.387234,31.127471,上海,上海,闵行区,莘庄,5011000017946,2019.09.11,466,45081,485,2室1厅1厨1卫,中楼层(共5层),103.37㎡,平层,暂无数据,板楼,南,1905年,简装,钢混结构,,一梯两户,未知,无,107101054018,商品房,2019/2/25,普通住宅,暂无数据,共有,198,1,45,76,4030
东苑利景花苑,107101692048,121.3965762,31.11761233,上海,上海,闵行区,莘庄,5011000012638,2019.09.11,770,61596,790,3室2厅1厨2卫,中楼层(共9层),125.01㎡,错层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,有,107101692048,商品房,2019/8/28,普通住宅,暂无数据,非共有,14,0,14,6,391
高兴花园,107101734632,121.409033,31.117302,上海,上海,闵行区,春申,5011000014981,2019.09.10,324,46169,328,2室1厅1厨1卫,中楼层(共6层),70.07㎡,平层,70㎡,板楼,南,1905年,简装,砖混结构,,一梯三户,70年,无,107101734632,商品房,2019/9/8,普通住宅,暂无数据,非共有,2,0,1,8,95
园艺新村,107101614289,121.364651,31.152008,上海,上海,闵行区,七宝,5011000012012,2019.09.10,398,56647,410,3室1厅1厨1卫,低楼层(共6层),70.26㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101614289,商品房,2019/8/6,普通住宅,暂无数据,共有,36,1,24,23,946
华菁公寓,107101671652,121.361459,31.187344,上海,上海,闵行区,航华,5011000014342,2019.09.10,319,33598,325,2室1厅1厨1卫,中楼层(共13层),94.8㎡,平层,暂无数据,塔楼,南,1905年,简装,钢混结构,,两梯六户,70年,有,107101671652,商品房,2019/8/22,普通住宅,暂无数据,非共有,19,1,0,2,439
紫欣公寓,107101593694,121.391308,31.119058,上海,上海,闵行区,莘庄,5011000012158,2019.09.10,560,49102,580,2室2厅1厨2卫,中楼层(共11层),114.05㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯三户,未知,有,107101593694,商品房,2019/7/31,普通住宅,暂无数据,非共有,41,0,13,21,1068
大上海国际花园十二区,107101479826,121.382072,31.168876,上海,上海,闵行区,静安新城,5011000005267,2019.09.10,458,55889,475,2室2厅1厨1卫,中楼层(共5层),81.86㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101479826,商品房,2019/6/29,普通住宅,暂无数据,非共有,73,0,33,81,2124
君莲小区,107101698137,121.4157983,31.08982628,上海,上海,闵行区,颛桥,5011000004001,2019.09.09,278,41849,280,2室1厅1厨1卫,高楼层(共11层),66.43㎡,平层,暂无数据,暂无数据,南 北,1905年,简装,未知结构,,一梯三户,未知,有,107101698137,动迁安置房,2019/8/30,普通住宅,暂无数据,共有,11,1,9,13,318
茂盛花苑,107101304509,121.3436727,31.17584738,上海,上海,闵行区,七宝,5011000017990,2019.09.09,188,39696,190,1室1厅1厨1卫,中楼层(共6层),47.36㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101304509,商品房,2019/5/9,普通住宅,暂无数据,非共有,123,1,61,249,9994
万科朗润园,107101541280,121.346847,31.159779,上海,上海,闵行区,七宝,5011000013701,2019.09.09,536,56588,560,2室2厅1厨1卫,高楼层(共6层),94.72㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,无,107101541280,商品房,2019/7/15,普通住宅,暂无数据,共有,56,1,13,45,1476
欣源公寓,107101583544,121.3555074,31.16621317,上海,上海,闵行区,七宝,5011000014675,2019.09.09,295,51646,305,2室1厅1厨1卫,中楼层(共6层),57.12㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101583544,商品房,2019/7/28,普通住宅,暂无数据,非共有,44,0,37,71,1683
银都新村(1至7区),107101730356,121.4027955,31.10103285,上海,上海,闵行区,颛桥,5011102206965,2019.09.09,204,48434,210,1室1厅1厨1卫,中楼层(共6层),42.12㎡,暂无数据,暂无数据,板楼,南,1905年,其他,砖混结构,,一梯两户,未知,无,107101730356,商品房,2019/9/7,普通住宅,暂无数据,暂无数据,2,1,7,0,暂无数据
平吉二村,107101680549,121.389194,31.149045,上海,上海,闵行区,古美,5011000011033,2019.09.09,400,49634,408,2室2厅1厨1卫,低楼层(共6层),80.59㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101680549,商品房,2019/8/25,普通住宅,暂无数据,共有,16,1,28,30,781
沧源小区,107101682977,121.4346416,31.02088933,上海,上海,闵行区,老闵行,5011000011180,2019.09.09,208,37190,215,2室1厅1厨1卫,中楼层(共6层),55.93㎡,暂无数据,暂无数据,板楼,南 北,1905年,简装,砖混结构,,一梯三户,未知,无,107101682977,商品房,2019/8/25,普通住宅,暂无数据,非共有,15,1,9,24,551
西郊九韵城,107101482438,121.300694,31.217191,上海,上海,闵行区,华漕,5011000012723,2019.09.09,280,37874,287,2室2厅1厨1卫,高楼层(共6层),73.93㎡,平层,暂无数据,板楼,南,1905年,简装,钢混结构,,一梯两户,未知,无,107101482438,商品房,2019/6/30,普通住宅,暂无数据,非共有,72,1,20,8,1216
西郊景平苑,107101369709,121.295262,31.225468,上海,上海,闵行区,华漕,5011000014127,2019.09.09,215,39091,230,2室1厅1厨1卫,高楼层(共12层),55㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯四户,70年,有,107101369709,动迁安置房,2019/5/28,普通住宅,暂无数据,非共有,104,1,19,49,2330
沧源小区,107101280368,121.4346416,31.02088933,上海,上海,闵行区,老闵行,5011000011180,2019.09.09,170,39517,175,1室1厅1厨1卫,低楼层(共6层),43.02㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,70年,无,107101280368,商品房,2019/5/2,普通住宅,暂无数据,非共有,130,0,29,50,2847
万科城,107101698033,121.394538,31.032139,上海,上海,闵行区,老闵行,5011000001987,2019.09.09,449,44708,445,3室1厅1厨2卫,低楼层(共26层),100.43㎡,平层,暂无数据,板楼,南,1905年,其他,钢混结构,,一梯四户,未知,有,107101698033,商品房,2019/8/30,普通住宅,暂无数据,暂无数据,11,1,4,2,277
